what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393802727291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393802727605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393802745227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393802759689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393802761846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393802765197
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393802768016
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393802768358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393802769270
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393802930746
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393802974608
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393802994038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393802997536
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393802998409
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393802998417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393803143606
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393803171729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393803184183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393803185359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393803186410
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393803217913
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393803282948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393803307295
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1393803324953
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1393803329904
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393803331621
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393803333851
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393803336959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393803342382
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393803345082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393803440517
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393803466863
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393803470302
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393803603628
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1393803632885
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1393803663420
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.shiftLeft",1393803673260
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393803677047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393803714707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393803735346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393803754576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393803824960
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1393803840294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393803849873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393803850630
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393803850987
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393803965363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393803967294
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393804030542
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1393804035515
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1393804084779
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1393804156047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393804202171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393804275080
